핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
prief_official,약사 교육 플랫폼 PRIEF(프리프),국내 메디컬 인접 계정,한국,4635,174,0,5299.5,9286,,,약사교육·신규약사·스터디,,있음,공용,B,실계정,,2026-08-06T00:27:06.777Z,DVqEQWWBDeW,2026-09-05T09:27:06.777+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 짧고 실용적인 약사 교육 플랫폼 소개와 신규약사가이드·스터디·이벤트 하이라이트를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yakmanager_official,약매니저,국내 메디컬 인접 계정,한국,1043,911,,270.5,374,,,약국업무·재고관리·의약품주문,,있음,공용,B,실계정,,2026-08-05T17:41:43.069Z,DLEDSYMM6Re,2026-09-05T02:41:43.069+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 계수촬영·재고관리·마약류점검부·의약품주문 등 약국 업무 관리 서비스를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
lawpharm,Pharmacist Thorrun Health Lawyer,해외 약사 인플루언서,영국,7428,1400,9,,,,,건강의사결정·약사·법률·미디어,,있음,공용,B,실계정,,2026-08-06T01:08:36.102Z,DOUZfbvgtFq,2026-09-05T10:08:36.102+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 인증된 Pharmacist Thorrun과 건강 의사결정·약사·Health Lawyer 소개 및 thorrun.co.uk 링크를 확인해 영국 해외 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
nathan.wu,Nathan Wu,해외 약사 인플루언서,캐나다,1.3만,326,,,,,,약학·공부·생산성·웰니스,,있음,공용,B,실계정,,2026-08-06T01:07:22.300Z,DbleIc_Cmha,2026-09-05T10:07:22.300+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 Doctor of Pharmacy·Study and Productivity YouTuber·Toronto 소개와 웰니스·생산성 콘텐츠 신호를 확인해 캐나다 해외 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
pharmacyatqub,The School of Pharmacy at Queens University Belfast,해외 메디컬 인접 계정,영국,1662,464,,1325,3001,,,약학 교육·의학·진로,,있음,공용,B,실계정,,2026-08-05T18:32:30.013Z,Dbpb-ConSyn,2026-08-12T07:22:11+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"Queen’s University Belfast 약학대학 공식 프로필에서 Future Medicines 약학·바이오테크 진로 행사와 의약학 교육 게시물을 확인해 영국 해외 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
hubase_yakguk_official,휴베이스 공식 인스타그램,국내 메디컬 인접 계정,한국,1704,677,,913,3125,,,약국체인·건강문화·약사교육·웰니스,,있음,공용,B,실계정,,2026-08-05T17:32:40.637Z,DbowhTfvneu,2026-09-05T02:32:40.637+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 약과 사람을 잇는 건강문화플랫폼 휴베이스 약국 소개와 hubasekorea.co.kr 링크 및 약사·건강 하이라이트를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
kpanews1968,약사공론,국내 메디컬 인접 계정,한국,2409,673,,721.5,1531,2.12x(Dbo9vxyozv6); 1.72x(DbmyTrcI6Xd); 1.37x(DbSjeEaovls),,의약품·건강·약국뉴스·약사사회,,있음,공용,B,실계정,,2026-08-07T01:13:48+09:00,DbsDsRCI7sG,2026-08-14T01:13:48+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 대한약사회 기관지 약사공론과 의약품·건강·약국 이야기 소개 및 kpanews.co.kr 링크를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 프로필 직접 확인: 팔로워 2408, 게시물 673, 릴스 그리드 미노출로 최근12 수치는 추가 확인하지 못함 | 2026-08-07 프로필 릴스 탭 재확인: 공개 릴스 12개와 조회수(438·817·609·436·1531·1239·585·788·655·798·597·987)를 확인해 최근12 중앙조회수 721.5·최고조회수 1531·상위3개 배수 2.12x/1.72x/1.37x를 exact 계산함; 팔로워 2409·게시물 673; 좋아요율·최근30일게시수는 화면 근거가 없어 공란 유지"
ok_hira,건강보험심사평가원,국내 메디컬 인접 계정,한국,3.4만,1445,9,33995.5,802000,,,건강보험·공공의료·건강정보,,없음,공용,B,실계정,,2026-08-06T00:08:20.743Z,Da2KXz1hvAB,2026-09-05T09:08:20.743+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 건강보험심사평가원과 공공 및 정부 기관 분류를 확인했고 건강놀이터 소개와 건강정보 하이라이트를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
gwangju_bohun,보훈공단 광주보훈병원,국내 메디컬 인접 계정,한국,687,215,,517,752,,,공공병원·진료정보·건강상담,,없음,공용,B,실계정,,2026-08-05T17:46:33.418Z,DVe0IIqCahC,2026-08-12T07:33:49+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"광주보훈병원 공식 인스타그램과 국민에게 열린 공공의료기관 소개 및 전문 간호사 무료 건강상담 안내를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
doctorsnews2024,의협신문 뉴스,국내 메디컬 인접 계정,한국,3625,760,,1968,58000,,,의학뉴스·근거중심 의료정보·의료정책,,없음,공용,B,실계정,,2026-08-06T00:28:11.851Z,DbpTEBfkZX4,2026-09-05T09:28:11.851+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"대한의사협회가 만드는 근거중심 의학 전문 언론 소개와 의료·의약품·건강 이슈 하이라이트를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
accp,ACCP,해외 메디컬 인접 계정,미국,5394,945,,687,2039,,,임상약학·약학 교육·연구,,없음,공용,B,실계정,,2026-08-05T18:20:57.521Z,DbqYBKtj49d,2026-08-12T07:45:16+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"ACCP 공식 프로필에서 American College of Clinical Pharmacy와 임상약학 실무 연구 교육 소개 및 accp.com 링크를 확인해 해외 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
uwcschoolofpharmacy,UWC School of Pharmacy,해외 메디컬 인접 계정,국가 미상,366,118,,1375,7724,,,약학대학·약학교육·보건인식,,없음,공용,B,실계정,,2026-08-05T18:46:04.328Z,DXbS0SqoYLh,2026-08-12T07:45:16+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"UWC School of Pharmacy 공개 프로필에서 Research Events HealthAwareness Conferences Exp Learning PGx 하이라이트를 확인해 해외 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
pharmfluency,Clinical Pharmacy Education,해외 메디컬 인접 계정,국가 미상,4.1만,188,,6153.5,19000,,,임상약학 교육·약사교육·헬스케어 학생,,있음,공용,B,실계정,,2026-08-06T01:10:22.705Z,DSQRdqdDFb9,2026-08-12T07:45:16+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"Clinical Pharmacy Education 공개 프로필에서 foundation pharmacists와 pharmacy healthcare students 대상 교육 소개 및 pharmfluency.co 링크를 확인해 해외 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
thedoseclub,Adwoa | Clinical Pharmacist,해외 약사 인플루언서,국가 미상,1.3만,102,4,8862.5,24000,,,의약품 교육·임상약학·약사 크리에이터,,있음,공용,B,실계정,,2026-08-06T01:07:57.615Z,DboihsnARkY,2026-09-05T10:07:57.615+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"Clinical Pharmacist 표기와 medications together 교육 소개 및 linktr.ee 링크를 확인해 해외 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
khis_insta,한국보건의료정보원,국내 메디컬 인접 계정,한국,2515,171,,435.5,774,,,디지털헬스케어·보건의료정보·공공기관,,없음,공용,B,실계정,,2026-08-05T17:27:15.569Z,DZ9gTBrOUGN,2026-09-05T02:27:15.569+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"한국보건의료정보원 공식 공공기관 프로필에서 디지털 헬스케어 플랫폼 전문기관 소개와 k-his.or.kr 링크를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
mohw_kr,대한민국 보건복지부(복지부),국내 메디컬 인접 계정,한국,14.8만,2367,,13500,349000,,,보건·복지 정책·건강정보·정부기관,,없음,공용,B,실계정,,2026-08-06T00:05:22.194Z,DbpxF3Lk70n,2026-09-05T09:05:22.194+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"대한민국 보건복지부 인증 프로필에서 정부 기관 분류와 건강·보건복지 정책 소식 소개를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
k_health_promotion,한국건강증진개발원,국내 메디컬 인접 계정,한국,2.1만,1580,9,977.5,4064,,,건강증진·건강정보·공공기관,,없음,공용,B,실계정,,2026-08-06T00:11:22.094Z,DaO3eH7EqqW,2026-09-05T09:11:22.094+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"한국건강증진개발원 정부 기관 프로필에서 건강정보와 허위정보·과장광고 구별 안내 및 KHEPI 공식 SNS 링크를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
gimhae_city,김해시 공식 인스타그램,국내 메디컬 인접 계정,한국,4.2만,5766,,19500,97000,,,지방정부·지역건강·공공정보,,없음,공용,B,실계정,,2026-08-06T00:08:20.743Z,DbnDjriD1Ne,2026-09-05T09:08:20.743+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"김해시 공식 인스타그램 공공 및 정부 기관 프로필에서 시청 공식 링크와 지역 건강사업 안내 신호를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
