"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-DOMESTIC-INGREDIENT-MEAL-5-001","국산 원재료 간편식 5종 추천형","아이용 간편식 다섯 종을 원재료 원산지·첨가물 기준으로 골라 소개","생활 공감형","방학 돌밥 공감 0-3초→간편식 선택 기준 3-8초→제품 5종 소개 8-35초→원산지·소스 주의와 후속편 예고 35-43초","30-45초","제품 패키지·5개 번호 목록·원산지·첨가물 체크 자막","제품 소개형 릴스","제품별 원산지·성분 한 줄 자막","중","스마트폰·제품 패키지","https://www.instagram.com/yaksa__bubu/reel/DbNPsA1vPb9/","1.05","1","1","2026-08-12","2026-08-12","무주공산","육아·식품·생활건강","미조사","상","제품을 원산지·첨가물·사용 상황으로 나눠 소개하는 목록 구조를 약국 OTC·영양제 라벨 확인과 가족 건강 식품 선택으로 전환할 수 있다.","김주성: 어린이 상비약 원산지·첨가물 확인; 오약: 영양제 원료·복용표시; 선영: 가족용 간편 건강식","아이 간편식·식품 원산지·첨가물·방학 돌봄","김주성·오약·선영·공용","yaksa__bubu/DbNPsA1vPb9","","후보","검토","2026-08-12T00:19:54+09:00 직접 reel DOM·OG 메타 확인: 게시일 2026-07-25, 조회수 20000, 좋아요 182, 댓글 23, 영상길이 42.63초. 오아시스에서 직접 구매한 아이용 간편식 5종을 국내산 원재료·첨가물 기준으로 소개했다. 광고·협찬·paid partnership 표기와 직접 구매 CTA는 확인하지 못했고, 계정 bio의 제품·공구 링크 상업 맥락만 별도 기록. 원본 이미지 미저장."
"FMT-GI-OTC-NEWPRODUCT-2-001","장트러블 약국 신제품 2종 성분 설명형","복통·가스 상황에 쓰는 약국 신제품 두 가지를 성분·복용법으로 설명","상황·제품 소개형","장트러블 공감→제품1 페퍼민트오일·복용법→제품2 시메티콘·셀룰라제·스코폴리아·유산균→공유·상담 CTA","미측정","제품명·성분 체크·2개 번호 자막·복용 시점 강조","약국템 소개형 릴스","제품별 성분·복용법 한 줄 자막","중","스마트폰·제품 패키지·성분표","https://www.instagram.com/dasik.yaksa/reel/Db5nXUfPfPb/","","1","1","2026-08-12","2026-08-12","무주공산","소화기 건강·약국·건강상담","미조사","상","장트러블 상황을 먼저 제시하고 제품별 성분·복용법을 두 카드로 나누는 구조를 복통·가스·설사·여행 상비약 상담으로 전환할 수 있다.","김주성: 복통·가스 일반약 성분과 진료 신호; 오약: 약국 증상 상담; 선영: 가족 위장 증상 상비약 체크","복통·가스·과민성대장·일반약·약국 상담","김주성·오약·선영·공용","dasik.yaksa/Db5nXUfPfPb","","후보","검토","2026-08-12T00:37:33+09:00 직접 reel DOM·OG 메타 확인: 게시일 2026-08-11, 좋아요 34, 댓글 2, 영상길이 미노출, Giulio Cercato • Delicious. 조회수 미노출로 대표배수는 산출하지 않았다. 캡션은 광고❌ 표기 아래 페퍼민트오일 제품과 시메티콘·셀룰라제·스코폴리아·유산균 복합 제품을 설명한다. 제품 적합성·복용법은 공식 허가·복약지침 별도 확인 대상. 원본 이미지 미저장."
"FMT-CHILD-RAINY-DAY-STRESS-RELIEF-001","아이 학교 적응·비 오는 날 현실공감형","아이의 적응 상황과 계획 변경을 생활 장면으로 보여 주고 부모 공감으로 마무리하는 포맷","현실공감형","새 학교 적응 상황→실내 놀이 계획 불발·폭우→비를 맞으며 놀이로 전환→부모의 힐링","15-30초","미확인","가족 일상 클립","미확인","","","https://www.instagram.com/slowpharmacy/reel/Db8ZaSrhz75/","","1","1","2026-08-12","2026-08-12","무주공산","육아·가족 브이로그","미조사","검토","캡션에서 직접 확인한 구조는 새 학교 적응 상황→계획 불발·폭우→놀이 전환→부모의 힐링이다. 첫 3초 자막·프레임 편집은 미확인이라 포맷 카드는 관찰된 서사만 보존한다.","선영·공용: 새 학기 적응·수면·생활 루틴을 짧은 가족 사례로 보여 주되 스트레스 진단이나 효과 단정은 제거하고 보호자가 확인할 도움 신호와 다음 행동을 별도로 안내","학교 적응·가족 활동·스트레스 해소·생활 루틴","선영·공용","미사용","","후보","검토","2026-08-13T09:48:59+09:00 canonical contents.csv 신규 행 SLOW-Db8ZaSrhz75에서 포맷 지문을 생성했다. 의료 내용이 아닌 가족 일상이라 무주공산 형식 후보로만 기록하고, 첫 3초 자막·중간 프레임·편집장치는 후속 확인 대상으로 남겼다. 원본 이미지 미저장."
"FMT-PHARMACIST-BROADCAST-BRANDING-001","약사 방송 출연·개인 브랜딩 후기형","약사의 방송 출연 경험을 긴장·감사·다음 콘텐츠 계획의 개인 서사로 전달하는 캐러셀 포맷","개인 경험·브랜딩 도입형","방송 진행 결과 공유→오랜만의 출연·긴장 회고→제작진·동료 감사→개인 브랜딩·콘텐츠 개발 선언","","출연 현장 이미지·감사 대상 나열·다음 계획 선언","방송 출연·개인 브랜딩 캐러셀","방송명·감사 대상·다음 계획 강조 자막","중","방송 현장 이미지·스마트폰","https://www.instagram.com/realofh2o/p/Dbzk4E4GRFG/","","1","1","2026-08-08","2026-08-08","무주공산","방송·전문가 브랜딩·의료 커뮤니케이션","미조사","상","약사의 전문성을 방송 출연·현장 경험·감사·다음 콘텐츠 계획으로 보여 주는 구조는 약국 상담과 의료 커뮤니케이션 브랜딩에 옮길 수 있다.","선영·공용: 방송 출연 자체보다 약국 상담 장면·환자 질문·팀의 준비 과정을 개인 서사로 보여 주고 의료 효과·전문성 과장은 제거한다.","약사 브랜딩·방송 출연·의료 커뮤니케이션·콘텐츠 제작","선영·공용","미사용","","후보","검토","2026-08-13 직접 상세 확인으로 신규 포맷 카드 생성. 방송 출연 후기·감사·개인 브랜딩·콘텐츠 개발 선언의 구조만 기록하고, 캐러셀 내부 슬라이드와 편집 장치는 미확인으로 남김. 국내 약사 사용 1계정·1영상, 원본 이미지 미저장."
"FMT-CHILD-MINERAL-FLAVOR-PRODUCT-001","어린이 8가지 미네랄·맛 단일 제품 소개형","어린이 영양제의 성분 수와 맛을 한 줄로 제시해 단일 제품의 선택 관심을 여는 짧은 브랜드 릴스","제품 특장점형","제품 성분 수·맛 0-3초→제품·연령·섭취 정보 3-8초→공식 표시·상담 CTA 8-10초","0-15초","성분 수·맛 키워드 대형 자막·제품 패키지 컷·짧은 전환(세부 미확인)","제품 소개형 릴스; 세부 촬영 미확인","미네랄 개수·맛·연령·주의 문구를 한 줄씩 분리","하","스마트폰·제품 패키지·성분 표시","https://www.instagram.com/ayak_official/reel/Db7L602xFUh/","","1","1","2026-08-13","2026-08-13","무주공산","육아·식품·브랜드 건강제품","미조사","상","성분 수·맛을 짧게 제시하는 저장형 제품 소개는 약국 라벨 확인·어린이 영양제 상담으로 옮길 수 있으나 허가·연령·1일 섭취량·중복 성분 확인이 필요하다.","선영·공용: 맛·성분 수를 훅으로 쓰되 제품 효능·성장·면역력 단정 대신 연령·섭취량·중복 성분·알레르기·허가표시를 고정하고 상담 CTA로 연결.","어린이 영양제·미네랄·성장·면역·맛·라벨 확인","선영·공용","미사용","","후보","검토","2026-08-13 ayak_official Db7L602xFUh 직접 reel DOM·OG 상세로 신규 포맷을 생성했다. 9.833초·조회수 미노출·좋아요 0·댓글 0으로 대표배수는 산출하지 않았다. 캡션의 8가지 미네랄·청포도맛·아이영양제 표현을 관측했으며 제품 효능·성장·면역력 주장은 공식 근거 확인 전 각색에서 단정하지 않는다. 국내 약사 사용계정 1·영상 1. 원본 프레임·썸네일 미저장."
"FMT-PHARMACY-TOURIST-PRICE-ROUTING-001","외국인 약국 관광·가격·서비스 안내형","외국인 여행객이 약국을 찾을 때 필요한 위치·가격·언어 대응·환급 정보를 현장 홍보 릴스로 안내","여행·약국 방문 정보형","여행 중 약국 필요 상황 0-3초→위치·출구·가격·언어·환급 정보 3-35초→증상 상담·주의·공식 정보 확인 35-50초→저장 CTA","30-60초","위치·출구·가격·서비스 핵심 자막·약국 외관·다국어 정보 카드","약국 외관·현장 동선·약국 안내 장면","주소·영업시간·가격·언어 대응·환급 정보를 카드별로 분리","중","스마트폰·약국 외관·지도·공식 안내 자료","https://www.instagram.com/annintofuu/reel/DUZT16vk3Nz/;https://www.instagram.com/elukomo/reel/DUQH09qDxuc/;https://www.instagram.com/yuk_i423/reel/DUAMsQqk_pq/","","0","0","","","무주공산","여행·외국인 관광·약국","미조사","상","외국인 약국 방문 안내의 위치·언어·가격·환급 정보 구조를 국내 약국의 방문 전 확인 정보와 증상 상담 안내로 옮길 수 있다. 가격·효능·통관 정보는 게시 시점의 공식 자료로 재확인해야 한다.","공용·오약: 여행객이 약국에서 증상을 설명하기 전 준비할 내용과 약사 상담 가능 범위를 안내하되 제품 효능·가격을 단정하지 않고 공식 허가·복약지침·통관 기준을 고정한다.","여행·외국인 약국 방문·다국어 복약상담·일반약 선택·응급대비","오약·공용","미사용","","후보","검토","2026-08-13 yusung_pharmacy 협업 릴스 3건에서 외국인 약국 관광·위치·가격·다국어 서비스 구조를 신규 포맷으로 생성했다. 세 게시물의 상세 작성자는 각각 annintofuu·elukomo·yuk_i423이며 유성약국 협업 계정으로 표시됐다. 국내 약사 사용은 0계정·0영상, 조회수는 모두 미노출. 원본 이미지 미저장."
"FMT-PHARMACY-SKIN-GREETING-001","약국 뷰티 제품·인사 해시태그형","짧은 인사와 약국 뷰티 제품·성분 해시태그로 제품 인지를 여는 릴스","인사·제품 해시태그형","인사·제품 노출 0-5초→제품·성분·약국 해시태그→브랜드 인지·상담 맥락","30-60초","제품 또는 현장 컷·짧은 자막·브랜드 해시태그","약국 제품·현장 클로즈업","인사 문구와 제품·성분명 최소 자막","하","스마트폰·제품 패키지","https://www.instagram.com/yusung_pharmacy/reel/DTSBXNZgbm4/","","0","0","","","무주공산","약국·뷰티·스킨케어","미조사","상","인사→제품명·성분 태그→약국 상담 맥락의 짧은 구조를 약국 피부 상담과 표시사항 확인 콘텐츠로 옮길 수 있다. 효능·흡수·치료 효과는 공식 근거 없이 단정하지 않는다.","공용·오약: 제품명보다 성분·사용 대상·주의사항·허가표시를 먼저 보여 주고 상담 CTA로 연결한다.","피부·뷰티·약국 제품·화장품 표시사항·성분 상담","오약·공용","미사용","","후보","검토","2026-08-13 yusung_pharmacy DTSBXNZgbm4에서 신규 카드 생성. 인사와 Rejuchiol 해시태그 구조를 관측했으며 세부 프레임은 미확인. 국내 약사 사용 0계정·0영상, 조회수 미노출, 원본 이미지 미저장."
"FMT-PHARMACY-SUPPLEMENT-DOSE-SPEC-001","약국 영양제 함량·성분 초단편형","영양제 함량 숫자와 성분을 3~5초 안에 압축해 제품 관심을 여는 릴스","함량·성분 강조형","함량 숫자 0-2초→성분 나열 2-4초→선물·자기관리 맥락","0-15초","함량 숫자 대형 자막·성분 나열·제품 클로즈업","제품 소개형 릴스","mg·성분명을 한 줄씩 크게 강조","하","스마트폰·제품 패키지·성분 표시","https://www.instagram.com/yusung_pharmacy/reel/DSMmoFmgfkq/","","0","0","","","무주공산","약국·영양제·선물","미조사","상","함량 숫자를 훅으로 쓰는 구조를 영양제 라벨 확인과 복용 대상·중복 성분·주의사항 안내로 옮길 수 있다. 숫자만으로 효능이나 적합성을 판단하지 않는다.","오약·공용: 함량 숫자 다음에 1일 섭취량·대상·중복 성분·허가표시를 고정하고 개인별 상담 필요성을 안내한다.","영양제·성분·알부민·함량표시·선물용 건강제품","오약·공용","미사용","","후보","검토","2026-08-13 yusung_pharmacy DSMmoFmgfkq에서 신규 카드 생성. 알부민 7000mg·돈태반·실크펩타이드 숫자·성분 나열 구조를 관측. 국내 약사 사용 0계정·0영상, 조회수 미노출, 원본 이미지 미저장."
"FMT-PHARMACY-SKIN-HASHTAG-SHORT-001","약국 뷰티 제품·성분 해시태그 초단편형","브랜드명·성분명·약국 계정을 해시태그로 묶어 검색·인지 접점을 만드는 초단편 릴스","브랜드·성분 해시태그 초단편형","제품·브랜드 노출 0-3초→성분·브랜드 해시태그→약국 계정 태그","0-15초","제품 컷·브랜드·성분 해시태그·짧은 전환","제품 클로즈업; 세부 프레임 미확인","브랜드명·성분명·계정명을 최소 텍스트로 배치","하","스마트폰·제품 패키지","https://www.instagram.com/yusung_pharmacy/reel/DQxtUEYAVaB/;https://www.instagram.com/yusung_pharmacy/reel/DQYwMYbAXsO/","","0","0","","","무주공산","약국·뷰티·스킨케어·화장품","미조사","상","브랜드·성분 태그를 최소 텍스트로 반복하는 구조를 피부 제품의 표시사항·성분 확인 콘텐츠로 옮길 수 있다. PDRN·Rejuall의 효능·흡수·치료 효과는 공식 자료 확인 전 단정하지 않는다.","공용·오약: 해시태그만 반복하지 않고 제품명·성분·사용 대상·주의사항·공식 출처를 한 카드씩 고정한다.","피부·뷰티·PDRN·화장품 성분·약국 상담","오약·공용","미사용","","후보","검토","2026-08-13 yusung_pharmacy DQxtUEYAVaB·DQYwMYbAXsO에서 동일 지문을 묶어 신규 카드 생성. 3.10초·8.57초, 좋아요 13·17, 댓글 0·0, 조회수 미노출. 국내 약사 사용 0계정·0영상, 원본 이미지 미저장."
"FMT-CHILD-IRON-FOOD-EXPLAINER-001","고기 거부→철분 대체 식품 육아상담형","아이의 고기 거부 걱정을 철분 부족 신호와 대체 식품 설명으로 연결하는 육아 영양 상담형 릴스","상황 공감형","고기 거부 공감 0-3초→철분 부족 걱정 3-10초→거부 이유·증상 10-25초→철분 대체 식품→댓글·DM CTA","미측정","핵심 자막·정보 카드·댓글 CTA","세부 화면 미확인","핵심어 강조·질문형 첫 문장","하","스마트폰·정보 카드","https://www.instagram.com/papas.promise/reel/Db5ihgqvCCJ/","","0","0","2026-08-13","2026-08-13","무주공산","키즈웰니스·육아교육","미조사","상","아이의 고기 거부 걱정을 철분 부족 신호와 대체 식품 설명으로 연결하는 육아 영양 상담형 릴스","제품 추천보다 연령·식사량·검사 결과에 따른 철분 상담 필요성을 먼저 두고 대체 식품을 안전하게 설명한다.","아이 편식·철분·소아 영양","김주성·오약·선영·공용","papas.promise/Db5ihgqvCCJ","","후보","검토","2026-08-13 papas.promise/Db5ihgqvCCJ 직접 상세 확인으로 신규 포맷 지문 생성. 국내 약사 사용 0계정·0영상이며 조회수 미노출로 대표배수는 미측정."
